100.00000	0.30696	-3.53866
111.41914	0.30651	-3.45283
124.14224	0.30615	-3.45209
138.31822	0.30580	-3.45348
154.11297	0.30551	-3.47851
171.71134	0.30530	-3.54016
191.31930	0.30514	-3.64855
213.16631	0.30494	-3.82841
237.50807	0.30474	-4.03461
264.62944	0.30458	-4.28494
294.84785	0.30440	-4.58625
328.51693	0.30416	-4.92939
366.03073	0.30391	-5.35482
407.82829	0.30360	-5.82829
454.39876	0.30323	-6.34150
506.28719	0.30278	-6.95707
564.10082	0.30225	-7.64989
628.51628	0.30155	-8.42804
700.28742	0.30074	-9.28900
780.25421	0.29970	-10.26841
869.35252	0.29843	-11.32654
968.62509	0.29689	-12.52764
1079.23373	0.29503	-13.85518
1202.47292	0.29271	-15.31602
1339.78497	0.28993	-16.91366
1492.77686	0.28659	-18.64752
1663.23912	0.28259	-20.51262
1853.16670	0.27784	-22.57569
2064.78237	0.27225	-24.74060
2300.56273	0.26576	-27.06140
2563.26717	0.25834	-29.48702
2855.97019	0.24993	-32.00883
3182.09738	0.24057	-34.61433
3545.46549	0.23028	-37.24214
3950.32710	0.21918	-39.91287
4401.42042	0.20748	-42.52325
4904.02471	0.19525	-45.04370
5464.02208	0.18284	-47.46111
6087.96633	0.17021	-49.70881
6783.15963	0.15769	-51.77208
7557.73801	0.14545	-53.63693
8420.76658	0.13367	-55.22518
9382.34557	0.12230	-56.59012
10453.72860	0.11155	-57.64459
11647.45434	0.10144	-58.41650
12977.49327	0.09206	-58.91116
14459.41119	0.08342	-59.06385
16110.55137	0.07545	-58.92314
17950.23753	0.06815	-58.42769
20000.00000	0.06152	-57.62913

