waveform	Dev1/ai0	Dev1/ai1
08-Oct-20  18:42:53.594572	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594577	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594582	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594587	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594592	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594597	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594602	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594607	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594612	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594617	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594622	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594627	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594632	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594637	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594642	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594647	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594652	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594657	-9.765625E-3	-9.765625E-3
08-Oct-20  18:42:53.594662	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594667	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594672	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594677	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594682	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594687	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594692	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594697	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594702	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594707	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594712	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594717	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594722	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594727	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594732	-9.765625E-3	-9.765625E-3
08-Oct-20  18:42:53.594737	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594742	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594747	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594752	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594757	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594762	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594767	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594772	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594777	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594782	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594787	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594792	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594797	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594802	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594807	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594812	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594817	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594822	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594827	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594832	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594837	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594842	-9.765625E-3	-9.765625E-3
08-Oct-20  18:42:53.594847	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594852	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594857	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594862	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594867	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594872	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594877	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594882	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594887	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594892	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594897	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594902	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594907	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594912	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594917	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594922	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594927	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594932	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594937	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594942	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594947	-9.765625E-3	-9.765625E-3
08-Oct-20  18:42:53.594952	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594957	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594962	-1.220703E-2	-7.324219E-3
08-Oct-20  18:42:53.594967	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594972	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594977	-1.220703E-2	-7.324219E-3
08-Oct-20  18:42:53.594982	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594987	-1.220703E-2	-9.765625E-3
08-Oct-20  18:42:53.594992	-1.220703E-2	0.000000E+0
08-Oct-20  18:42:53.594997	4.931641E+0	1.953125E-2
08-Oct-20  18:42:53.595002	4.978027E+0	3.173828E-2
08-Oct-20  18:42:53.595007	4.978027E+0	4.394531E-2
08-Oct-20  18:42:53.595012	4.978027E+0	5.371094E-2
08-Oct-20  18:42:53.595017	4.978027E+0	6.591797E-2
08-Oct-20  18:42:53.595022	4.978027E+0	7.812500E-2
08-Oct-20  18:42:53.595027	4.978027E+0	9.033203E-2
08-Oct-20  18:42:53.595032	4.980469E+0	1.000977E-1
08-Oct-20  18:42:53.595037	4.980469E+0	1.123047E-1
08-Oct-20  18:42:53.595042	4.978027E+0	1.245117E-1
08-Oct-20  18:42:53.595047	4.978027E+0	1.367187E-1
08-Oct-20  18:42:53.595052	4.978027E+0	1.464844E-1
08-Oct-20  18:42:53.595057	4.978027E+0	1.586914E-1
08-Oct-20  18:42:53.595062	4.980469E+0	1.684570E-1
08-Oct-20  18:42:53.595067	4.978027E+0	1.806641E-1
08-Oct-20  18:42:53.595072	4.978027E+0	1.928711E-1
08-Oct-20  18:42:53.595077	4.978027E+0	2.026367E-1
08-Oct-20  18:42:53.595082	4.980469E+0	2.148437E-1
08-Oct-20  18:42:53.595087	4.978027E+0	2.270508E-1
08-Oct-20  18:42:53.595092	4.978027E+0	2.368164E-1
08-Oct-20  18:42:53.595097	4.980469E+0	2.490234E-1
08-Oct-20  18:42:53.595102	4.978027E+0	2.587891E-1
08-Oct-20  18:42:53.595107	4.978027E+0	2.709961E-1
08-Oct-20  18:42:53.595112	4.980469E+0	2.807617E-1
08-Oct-20  18:42:53.595117	4.980469E+0	2.929687E-1
08-Oct-20  18:42:53.595122	4.980469E+0	3.027344E-1
08-Oct-20  18:42:53.595127	4.980469E+0	3.149414E-1
08-Oct-20  18:42:53.595132	4.980469E+0	3.247070E-1
08-Oct-20  18:42:53.595137	4.980469E+0	3.369141E-1
08-Oct-20  18:42:53.595142	4.978027E+0	3.491211E-1
08-Oct-20  18:42:53.595147	4.978027E+0	3.588867E-1
08-Oct-20  18:42:53.595152	4.980469E+0	3.686523E-1
08-Oct-20  18:42:53.595157	4.978027E+0	3.808594E-1
08-Oct-20  18:42:53.595162	4.980469E+0	3.906250E-1
08-Oct-20  18:42:53.595167	4.980469E+0	4.028320E-1
08-Oct-20  18:42:53.595172	4.980469E+0	4.125977E-1
08-Oct-20  18:42:53.595177	4.980469E+0	4.248047E-1
08-Oct-20  18:42:53.595182	4.980469E+0	4.345703E-1
08-Oct-20  18:42:53.595187	4.980469E+0	4.443359E-1
08-Oct-20  18:42:53.595192	4.980469E+0	4.565430E-1
08-Oct-20  18:42:53.595197	4.978027E+0	4.663086E-1
08-Oct-20  18:42:53.595202	4.980469E+0	4.760742E-1
08-Oct-20  18:42:53.595207	4.980469E+0	4.858398E-1
08-Oct-20  18:42:53.595212	4.980469E+0	4.980469E-1
08-Oct-20  18:42:53.595217	4.980469E+0	5.078125E-1
08-Oct-20  18:42:53.595222	4.978027E+0	5.175781E-1
08-Oct-20  18:42:53.595227	4.980469E+0	5.297852E-1
08-Oct-20  18:42:53.595232	4.980469E+0	5.395508E-1
08-Oct-20  18:42:53.595237	4.980469E+0	5.493164E-1
08-Oct-20  18:42:53.595242	4.980469E+0	5.615234E-1
08-Oct-20  18:42:53.595247	4.980469E+0	5.712891E-1
08-Oct-20  18:42:53.595252	4.980469E+0	5.810547E-1
08-Oct-20  18:42:53.595257	4.980469E+0	5.908203E-1
08-Oct-20  18:42:53.595262	4.980469E+0	6.030273E-1
08-Oct-20  18:42:53.595267	4.980469E+0	6.127930E-1
08-Oct-20  18:42:53.595272	4.980469E+0	6.225586E-1
08-Oct-20  18:42:53.595277	4.980469E+0	6.323242E-1
08-Oct-20  18:42:53.595282	4.980469E+0	6.420898E-1
08-Oct-20  18:42:53.595287	4.980469E+0	6.518555E-1
08-Oct-20  18:42:53.595292	4.980469E+0	6.616211E-1
08-Oct-20  18:42:53.595297	4.980469E+0	6.713867E-1
08-Oct-20  18:42:53.595302	4.980469E+0	6.835937E-1
08-Oct-20  18:42:53.595307	4.980469E+0	6.933594E-1
08-Oct-20  18:42:53.595312	4.980469E+0	7.031250E-1
08-Oct-20  18:42:53.595317	4.980469E+0	7.128906E-1
08-Oct-20  18:42:53.595322	4.980469E+0	7.226562E-1
08-Oct-20  18:42:53.595327	4.980469E+0	7.324219E-1
08-Oct-20  18:42:53.595332	4.980469E+0	7.421875E-1
08-Oct-20  18:42:53.595337	4.980469E+0	7.519531E-1
08-Oct-20  18:42:53.595342	4.980469E+0	7.641602E-1
08-Oct-20  18:42:53.595347	4.980469E+0	7.739258E-1
08-Oct-20  18:42:53.595352	4.980469E+0	7.836914E-1
08-Oct-20  18:42:53.595357	4.980469E+0	7.934570E-1
08-Oct-20  18:42:53.595362	4.980469E+0	8.007812E-1
08-Oct-20  18:42:53.595367	4.980469E+0	8.105469E-1
08-Oct-20  18:42:53.595372	4.980469E+0	8.227539E-1
08-Oct-20  18:42:53.595377	4.980469E+0	8.300781E-1
08-Oct-20  18:42:53.595382	4.980469E+0	8.422852E-1
08-Oct-20  18:42:53.595387	4.980469E+0	8.496094E-1
08-Oct-20  18:42:53.595392	4.980469E+0	8.618164E-1
08-Oct-20  18:42:53.595397	4.980469E+0	8.691406E-1
08-Oct-20  18:42:53.595402	4.980469E+0	8.789062E-1
08-Oct-20  18:42:53.595407	4.980469E+0	8.886719E-1
08-Oct-20  18:42:53.595412	4.980469E+0	8.984375E-1
08-Oct-20  18:42:53.595417	4.980469E+0	9.082031E-1
08-Oct-20  18:42:53.595422	4.980469E+0	9.179687E-1
08-Oct-20  18:42:53.595427	4.980469E+0	9.277344E-1
08-Oct-20  18:42:53.595432	4.980469E+0	9.375000E-1
08-Oct-20  18:42:53.595437	4.980469E+0	9.472656E-1
08-Oct-20  18:42:53.595442	4.980469E+0	9.570312E-1
08-Oct-20  18:42:53.595447	4.980469E+0	9.643555E-1
08-Oct-20  18:42:53.595452	4.980469E+0	9.741211E-1
08-Oct-20  18:42:53.595457	4.980469E+0	9.838867E-1
08-Oct-20  18:42:53.595462	4.980469E+0	9.936523E-1
08-Oct-20  18:42:53.595467	4.980469E+0	1.003418E+0
08-Oct-20  18:42:53.595472	4.980469E+0	1.013184E+0
08-Oct-20  18:42:53.595477	4.980469E+0	1.022949E+0
08-Oct-20  18:42:53.595482	4.980469E+0	1.030273E+0
08-Oct-20  18:42:53.595487	4.980469E+0	1.040039E+0
08-Oct-20  18:42:53.595492	4.980469E+0	1.042480E+0
08-Oct-20  18:42:53.595497	3.417969E-2	1.030273E+0
08-Oct-20  18:42:53.595502	-9.765625E-3	1.027832E+0
08-Oct-20  18:42:53.595507	-9.765625E-3	1.025391E+0
08-Oct-20  18:42:53.595512	-9.765625E-3	1.022949E+0
08-Oct-20  18:42:53.595517	-9.765625E-3	1.020508E+0
08-Oct-20  18:42:53.595522	-9.765625E-3	1.018066E+0
08-Oct-20  18:42:53.595527	-9.765625E-3	1.015625E+0
08-Oct-20  18:42:53.595532	-9.765625E-3	1.013184E+0
08-Oct-20  18:42:53.595537	-9.765625E-3	1.010742E+0
08-Oct-20  18:42:53.595542	-9.765625E-3	1.008301E+0
08-Oct-20  18:42:53.595547	-9.765625E-3	1.005859E+0
08-Oct-20  18:42:53.595552	-9.765625E-3	1.003418E+0
08-Oct-20  18:42:53.595557	-9.765625E-3	1.000977E+0
08-Oct-20  18:42:53.595562	-9.765625E-3	9.985352E-1
08-Oct-20  18:42:53.595567	-9.765625E-3	9.936523E-1
08-Oct-20  18:42:53.595572	-9.765625E-3	9.936523E-1
08-Oct-20  18:42:53.595577	-9.765625E-3	9.912109E-1
08-Oct-20  18:42:53.595582	-9.765625E-3	9.887695E-1
08-Oct-20  18:42:53.595587	-9.765625E-3	9.863281E-1
08-Oct-20  18:42:53.595592	-9.765625E-3	9.838867E-1
08-Oct-20  18:42:53.595597	-9.765625E-3	9.814453E-1
08-Oct-20  18:42:53.595602	-9.765625E-3	9.790039E-1
08-Oct-20  18:42:53.595607	-9.765625E-3	9.765625E-1
08-Oct-20  18:42:53.595612	-9.765625E-3	9.741211E-1
08-Oct-20  18:42:53.595617	-9.765625E-3	9.716797E-1
08-Oct-20  18:42:53.595622	-9.765625E-3	9.692383E-1
08-Oct-20  18:42:53.595627	-9.765625E-3	9.667969E-1
08-Oct-20  18:42:53.595632	-9.765625E-3	9.643555E-1
08-Oct-20  18:42:53.595637	-9.765625E-3	9.619141E-1
08-Oct-20  18:42:53.595642	-9.765625E-3	9.594727E-1
08-Oct-20  18:42:53.595647	-9.765625E-3	9.570312E-1
08-Oct-20  18:42:53.595652	-9.765625E-3	9.545898E-1
08-Oct-20  18:42:53.595657	-9.765625E-3	9.545898E-1
08-Oct-20  18:42:53.595662	-9.765625E-3	9.497070E-1
08-Oct-20  18:42:53.595667	-9.765625E-3	9.497070E-1
08-Oct-20  18:42:53.595672	-9.765625E-3	9.472656E-1
08-Oct-20  18:42:53.595677	-9.765625E-3	9.448242E-1
08-Oct-20  18:42:53.595682	-9.765625E-3	9.423828E-1
08-Oct-20  18:42:53.595687	-9.765625E-3	9.399414E-1
08-Oct-20  18:42:53.595692	-9.765625E-3	9.375000E-1
08-Oct-20  18:42:53.595697	-9.765625E-3	9.350586E-1
08-Oct-20  18:42:53.595702	-9.765625E-3	9.326172E-1
08-Oct-20  18:42:53.595707	-9.765625E-3	9.301758E-1
08-Oct-20  18:42:53.595712	-9.765625E-3	9.277344E-1
08-Oct-20  18:42:53.595717	-9.765625E-3	9.252930E-1
08-Oct-20  18:42:53.595722	-9.765625E-3	9.228516E-1
08-Oct-20  18:42:53.595727	-9.765625E-3	9.228516E-1
08-Oct-20  18:42:53.595732	-9.765625E-3	9.204102E-1
08-Oct-20  18:42:53.595737	-9.765625E-3	9.179687E-1
08-Oct-20  18:42:53.595742	-9.765625E-3	9.155273E-1
08-Oct-20  18:42:53.595747	-9.765625E-3	9.130859E-1
08-Oct-20  18:42:53.595752	-9.765625E-3	9.106445E-1
08-Oct-20  18:42:53.595757	-9.765625E-3	9.082031E-1
08-Oct-20  18:42:53.595762	-9.765625E-3	9.057617E-1
08-Oct-20  18:42:53.595767	-9.765625E-3	9.033203E-1
08-Oct-20  18:42:53.595772	-9.765625E-3	9.008789E-1
08-Oct-20  18:42:53.595777	-9.765625E-3	9.008789E-1
08-Oct-20  18:42:53.595782	-9.765625E-3	8.984375E-1
08-Oct-20  18:42:53.595787	-9.765625E-3	8.959961E-1
08-Oct-20  18:42:53.595792	-9.765625E-3	8.935547E-1
08-Oct-20  18:42:53.595797	-9.765625E-3	8.911133E-1
08-Oct-20  18:42:53.595802	-9.765625E-3	8.886719E-1
08-Oct-20  18:42:53.595807	-9.765625E-3	8.862305E-1
08-Oct-20  18:42:53.595812	-9.765625E-3	8.837891E-1
08-Oct-20  18:42:53.595817	-9.765625E-3	8.837891E-1
08-Oct-20  18:42:53.595822	-9.765625E-3	8.813477E-1
08-Oct-20  18:42:53.595827	-9.765625E-3	8.789062E-1
08-Oct-20  18:42:53.595832	-9.765625E-3	8.764648E-1
08-Oct-20  18:42:53.595837	-9.765625E-3	8.740234E-1
08-Oct-20  18:42:53.595842	-9.765625E-3	8.715820E-1
08-Oct-20  18:42:53.595847	-9.765625E-3	8.715820E-1
08-Oct-20  18:42:53.595852	-9.765625E-3	8.691406E-1
08-Oct-20  18:42:53.595857	-9.765625E-3	8.666992E-1
08-Oct-20  18:42:53.595862	-9.765625E-3	8.642578E-1
08-Oct-20  18:42:53.595867	-9.765625E-3	8.618164E-1
08-Oct-20  18:42:53.595872	-9.765625E-3	8.593750E-1
08-Oct-20  18:42:53.595877	-9.765625E-3	8.569336E-1
08-Oct-20  18:42:53.595882	-9.765625E-3	8.544922E-1
