-10.0000	-10.0000	-1.8108
-9.8995	-9.9132	-1.7919
-9.7990	-9.8146	-1.7739
-9.6985	-9.7120	-1.7557
-9.5980	-9.6172	-1.7382
-9.4975	-9.5128	-1.7195
-9.3970	-9.4141	-1.7027
-9.2965	-9.3115	-1.6836
-9.1960	-9.2090	-1.6650
-9.0955	-9.1113	-1.6472
-8.9950	-9.0089	-1.6286
-8.8945	-8.9112	-1.6112
-8.7940	-8.8086	-1.5924
-8.6935	-8.7086	-1.5739
-8.5930	-8.6088	-1.5571
-8.4925	-8.5059	-1.5384
-8.3920	-8.4104	-1.5232
-8.2915	-8.3068	-1.5039
-8.1910	-8.2080	-1.4860
-8.0905	-8.1055	-1.4683
-7.9899	-8.0029	-1.4497
-7.8894	-7.9053	-1.4312
-7.7889	-7.8027	-1.4130
-7.6884	-7.7051	-1.3962
-7.5879	-7.6025	-1.3768
-7.4874	-7.5000	-1.3580
-7.3869	-7.4024	-1.3413
-7.2864	-7.2998	-1.3225
-7.1859	-7.2021	-1.3043
-7.0854	-7.0996	-1.2862
-6.9849	-7.0020	-1.2692
-6.8844	-6.8994	-1.2502
-6.7839	-6.7969	-1.2315
-6.6834	-6.6992	-1.2162
-6.5829	-6.5966	-1.1975
-6.4824	-6.4990	-1.1806
-6.3819	-6.3965	-1.1621
-6.2814	-6.2939	-1.1430
-6.1809	-6.1963	-1.1259
-6.0804	-6.0937	-1.1080
-5.9799	-5.9961	-1.0897
-5.8794	-5.8936	-1.0710
-5.7789	-5.7959	-1.0540
-5.6784	-5.6934	-1.0352
-5.5779	-5.5908	-1.0161
-5.4774	-5.4932	-0.9993
-5.3769	-5.3906	-0.9811
-5.2764	-5.2927	-0.9626
-5.1759	-5.1904	-0.9442
-5.0754	-5.0879	-0.9267
-4.9749	-4.9901	-0.9098
-4.8744	-4.8877	-0.8916
-4.7739	-4.7900	-0.8739
-4.6734	-4.6875	-0.8550
-4.5729	-4.5898	-0.8384
-4.4724	-4.4873	-0.8195
-4.3719	-4.3848	-0.8013
-4.2714	-4.2871	-0.7838
-4.1709	-4.1842	-0.7653
-4.0704	-4.0858	-0.7470
-3.9698	-3.9844	-0.7282
-3.8693	-3.8817	-0.7096
-3.7688	-3.7837	-0.6928
-3.6683	-3.6816	-0.6739
-3.5678	-3.5840	-0.6569
-3.4673	-3.4814	-0.6383
-3.3668	-3.3838	-0.6202
-3.2663	-3.2812	-0.6016
-3.1658	-3.1787	-0.5844
-3.0653	-3.0811	-0.5664
-2.9648	-2.9785	-0.5480
-2.8643	-2.8803	-0.5311
-2.7638	-2.7783	-0.5124
-2.6633	-2.6758	-0.4935
-2.5628	-2.5777	-0.4760
-2.4623	-2.4753	-0.4575
-2.3618	-2.3779	-0.4394
-2.2613	-2.2751	-0.4208
-2.1608	-2.1761	-0.4037
-2.0603	-2.0752	-0.3853
-1.9598	-1.9723	-0.3664
-1.8593	-1.8733	-0.3486
-1.7588	-1.7719	-0.3307
-1.6583	-1.6715	-0.3128
-1.5578	-1.5678	-0.2942
-1.4573	-1.4688	-0.2780
-1.3568	-1.3688	-0.2596
-1.2563	-1.2651	-0.2414
-1.1558	-1.1719	-0.2244
-1.0553	-1.0692	-0.2052
