t0	08-Oct-20  18:19:20.122494
delta t	1.000000E-5

time	Y
08-Oct-20  18:19:20.122494	1.325684
08-Oct-20  18:19:20.122504	1.325684
08-Oct-20  18:19:20.122514	1.325684
08-Oct-20  18:19:20.122524	1.325684
08-Oct-20  18:19:20.122534	1.325684
08-Oct-20  18:19:20.122544	1.325684
08-Oct-20  18:19:20.122554	1.325684
08-Oct-20  18:19:20.122564	1.325684
08-Oct-20  18:19:20.122574	1.325684
08-Oct-20  18:19:20.122584	1.325684
08-Oct-20  18:19:20.122594	1.325684
08-Oct-20  18:19:20.122604	1.325684
08-Oct-20  18:19:20.122614	1.325684
08-Oct-20  18:19:20.122624	1.325684
08-Oct-20  18:19:20.122634	1.325684
08-Oct-20  18:19:20.122644	1.325684
08-Oct-20  18:19:20.122654	1.325684
08-Oct-20  18:19:20.122664	1.325684
08-Oct-20  18:19:20.122674	1.325684
08-Oct-20  18:19:20.122684	1.325684
08-Oct-20  18:19:20.122694	1.325684
08-Oct-20  18:19:20.122704	1.325684
08-Oct-20  18:19:20.122714	1.325684
08-Oct-20  18:19:20.122724	1.325684
08-Oct-20  18:19:20.122734	1.325684
08-Oct-20  18:19:20.122744	1.325684
08-Oct-20  18:19:20.122754	1.325684
08-Oct-20  18:19:20.122764	1.325684
08-Oct-20  18:19:20.122774	1.325684
08-Oct-20  18:19:20.122784	1.325684
08-Oct-20  18:19:20.122794	1.325684
08-Oct-20  18:19:20.122804	1.325684
08-Oct-20  18:19:20.122814	1.325684
08-Oct-20  18:19:20.122824	1.325684
08-Oct-20  18:19:20.122834	1.325684
08-Oct-20  18:19:20.122844	1.325684
08-Oct-20  18:19:20.122854	1.325684
08-Oct-20  18:19:20.122864	1.325684
08-Oct-20  18:19:20.122874	1.325684
08-Oct-20  18:19:20.122884	1.325684
08-Oct-20  18:19:20.122894	1.325684
08-Oct-20  18:19:20.122904	1.325684
08-Oct-20  18:19:20.122914	1.325684
08-Oct-20  18:19:20.122924	1.325684
08-Oct-20  18:19:20.122934	1.325684
08-Oct-20  18:19:20.122944	1.325684
08-Oct-20  18:19:20.122954	1.325684
08-Oct-20  18:19:20.122964	1.325684
08-Oct-20  18:19:20.122974	1.325684
08-Oct-20  18:19:20.122984	1.325684
08-Oct-20  18:19:20.122994	1.325684
08-Oct-20  18:19:20.123004	1.325684
08-Oct-20  18:19:20.123014	1.325684
08-Oct-20  18:19:20.123024	1.325684
08-Oct-20  18:19:20.123034	1.325684
08-Oct-20  18:19:20.123044	1.325684
08-Oct-20  18:19:20.123054	1.325684
08-Oct-20  18:19:20.123064	2.558594
08-Oct-20  18:19:20.123074	3.964844
08-Oct-20  18:19:20.123084	2.695312
08-Oct-20  18:19:20.123094	2.043457
08-Oct-20  18:19:20.123104	2.880859
08-Oct-20  18:19:20.123114	2.258301
08-Oct-20  18:19:20.123124	2.517090
08-Oct-20  18:19:20.123134	2.917480
08-Oct-20  18:19:20.123144	3.334961
08-Oct-20  18:19:20.123154	4.060059
08-Oct-20  18:19:20.123164	3.403320
08-Oct-20  18:19:20.123174	4.997559
08-Oct-20  18:19:20.123184	4.997559
08-Oct-20  18:19:20.123194	4.633789
08-Oct-20  18:19:20.123204	3.989258
08-Oct-20  18:19:20.123214	4.997559
08-Oct-20  18:19:20.123224	4.421387
08-Oct-20  18:19:20.123234	2.321777
08-Oct-20  18:19:20.123244	2.941895
08-Oct-20  18:19:20.123254	2.829590
08-Oct-20  18:19:20.123264	2.602539
08-Oct-20  18:19:20.123274	2.607422
08-Oct-20  18:19:20.123284	1.989746
08-Oct-20  18:19:20.123294	2.646484
08-Oct-20  18:19:20.123304	2.900391
08-Oct-20  18:19:20.123314	2.656250
08-Oct-20  18:19:20.123324	1.350098
08-Oct-20  18:19:20.123334	1.621094
08-Oct-20  18:19:20.123344	2.438965
08-Oct-20  18:19:20.123354	3.952637
08-Oct-20  18:19:20.123364	3.825684
08-Oct-20  18:19:20.123374	2.419434
08-Oct-20  18:19:20.123384	2.153320
08-Oct-20  18:19:20.123394	3.535156
08-Oct-20  18:19:20.123404	4.997559
08-Oct-20  18:19:20.123414	3.886719
08-Oct-20  18:19:20.123424	2.241211
08-Oct-20  18:19:20.123434	2.036133
08-Oct-20  18:19:20.123444	2.219238
08-Oct-20  18:19:20.123454	3.330078
08-Oct-20  18:19:20.123464	4.116211
08-Oct-20  18:19:20.123474	4.404297
08-Oct-20  18:19:20.123484	2.890625
08-Oct-20  18:19:20.123494	2.763672
08-Oct-20  18:19:20.123504	3.112793
08-Oct-20  18:19:20.123514	3.173828
