50.00000	1.00000	0.04686
56.50323	1.00000	0.05296
63.85230	1.00002	0.06111
72.15722	1.00000	0.05784
81.54232	0.99997	0.07821
92.14809	1.00001	0.08243
104.13329	1.00002	0.09068
117.67734	1.00003	0.10827
132.98300	1.00003	0.12181
150.27938	0.99998	0.13334
169.82540	0.99999	0.14942
191.91367	1.00003	0.17462
216.87485	1.00001	0.19801
245.08258	1.00001	0.22061
276.95915	0.99996	0.25930
312.98173	1.00002	0.27595
353.68956	0.99999	0.31932
399.69205	0.99994	0.36578
451.67783	1.00002	0.40438
510.42512	0.99998	0.45788
576.81335	1.00003	0.52209
651.83634	1.00002	0.58829
736.61717	1.00001	0.66160
832.42498	1.00003	0.75101
940.69399	0.99999	0.84823
1063.04496	1.00000	0.95236
1201.30946	1.00002	1.08075
1357.55728	1.00005	1.22581
1534.12740	1.00001	1.37484
1733.66305	1.00005	1.56038
1959.15122	1.00003	1.76083
2213.96741	0.99999	1.99396
2501.92616	1.00003	2.24546
2827.33815	1.00004	2.54307
3195.07472	1.00004	2.86728
3610.64079	1.00001	3.24777
4080.25729	1.00001	3.66347
4610.95426	1.00001	4.14248
5210.67612	1.00004	4.68172
5888.40055	1.00001	5.29502
6654.27293	1.00004	5.97990
7519.75818	1.00002	6.76108
8497.81241	1.00003	7.64456
9603.07686	1.00002	8.63571
10852.09708	1.00002	9.75587
12263.57059	1.00004	11.02456
13858.62682	1.00002	12.45873
15661.14337	1.00001	14.08352
17698.10350	1.00003	15.91395
20000.00000	1.00001	17.93805
