100.00000	1.00002	0.18018
109.61816	1.00000	0.20337
120.16141	1.00006	0.21622
131.71872	0.99999	0.23957
144.38763	0.99999	0.25747
158.27507	0.99999	0.28486
173.49821	0.99982	0.23913
190.18554	1.00000	0.34166
208.47789	0.99998	0.37195
228.52962	0.99998	0.41133
250.50996	0.99999	0.45412
274.60441	1.00000	0.49260
301.01629	1.00000	0.54176
329.96852	1.00000	0.59411
361.70541	1.00000	0.65093
396.49481	1.00000	0.70964
434.63030	1.00003	0.78236
476.43373	1.00000	0.85515
522.25788	1.00001	0.93904
572.48947	1.00001	1.02911
627.55241	1.00000	1.13247
687.91140	1.00001	1.23921
754.07580	1.00000	1.35787
826.60400	1.00001	1.48817
906.10808	1.00000	1.63182
993.25899	0.99999	1.78714
1088.79221	0.99999	1.95578
1193.51397	1.00001	2.15131
1308.30803	1.00001	2.35201
1434.14316	1.00001	2.57782
1572.08131	1.00000	2.82938
1723.28658	1.00000	3.09909
1889.03501	1.00001	3.39879
2070.72538	0.99985	3.71253
2269.89102	1.00001	4.08850
2488.21272	1.00000	4.47632
2727.53296	0.99999	4.91112
2989.87139	1.00001	5.38085
3277.44194	1.00000	5.89381
3592.67149	1.00001	6.46444
3938.22031	1.00000	7.08604
4317.00456	1.00001	7.76799
4732.22089	1.00000	8.51218
5187.37337	1.00001	9.33126
5686.30314	1.00001	10.23155
6233.22076	1.00002	11.21541
6832.74179	1.00000	12.29281
7489.92569	1.00000	13.47583
8210.31858	1.00000	14.77298
9000.00000	1.00004	16.15869
