t0	08-Oct-20  18:18:11.470935
delta t	1.000000E-5

time	Y
08-Oct-20  18:18:11.470935	-0.168457
08-Oct-20  18:18:11.470945	-0.168457
08-Oct-20  18:18:11.470955	-0.168457
08-Oct-20  18:18:11.470965	-0.168457
08-Oct-20  18:18:11.470975	-0.168457
08-Oct-20  18:18:11.470985	-0.168457
08-Oct-20  18:18:11.470995	-0.168457
08-Oct-20  18:18:11.471005	-0.168457
08-Oct-20  18:18:11.471015	-0.168457
08-Oct-20  18:18:11.471025	-0.168457
08-Oct-20  18:18:11.471035	-0.168457
08-Oct-20  18:18:11.471045	-0.168457
08-Oct-20  18:18:11.471055	-0.168457
08-Oct-20  18:18:11.471065	-0.168457
08-Oct-20  18:18:11.471075	-0.168457
08-Oct-20  18:18:11.471085	-0.168457
08-Oct-20  18:18:11.471095	-0.168457
08-Oct-20  18:18:11.471105	-0.168457
08-Oct-20  18:18:11.471115	-0.168457
08-Oct-20  18:18:11.471125	-0.168457
08-Oct-20  18:18:11.471135	-0.168457
08-Oct-20  18:18:11.471145	-0.168457
08-Oct-20  18:18:11.471155	-0.168457
08-Oct-20  18:18:11.471165	-0.168457
08-Oct-20  18:18:11.471175	-0.168457
08-Oct-20  18:18:11.471185	-0.168457
08-Oct-20  18:18:11.471195	-0.168457
08-Oct-20  18:18:11.471205	-0.168457
08-Oct-20  18:18:11.471215	-0.168457
08-Oct-20  18:18:11.471225	-0.168457
08-Oct-20  18:18:11.471235	-0.168457
08-Oct-20  18:18:11.471245	-0.168457
08-Oct-20  18:18:11.471255	-0.168457
08-Oct-20  18:18:11.471265	-0.168457
08-Oct-20  18:18:11.471275	-0.168457
08-Oct-20  18:18:11.471285	-0.168457
08-Oct-20  18:18:11.471295	-0.168457
08-Oct-20  18:18:11.471305	-0.168457
08-Oct-20  18:18:11.471315	-0.168457
08-Oct-20  18:18:11.471325	-0.168457
08-Oct-20  18:18:11.471335	-0.168457
08-Oct-20  18:18:11.471345	-0.168457
08-Oct-20  18:18:11.471355	-0.168457
08-Oct-20  18:18:11.471365	-0.168457
08-Oct-20  18:18:11.471375	-0.168457
08-Oct-20  18:18:11.471385	-0.168457
08-Oct-20  18:18:11.471395	-0.168457
08-Oct-20  18:18:11.471405	-0.168457
08-Oct-20  18:18:11.471415	-0.168457
08-Oct-20  18:18:11.471425	-0.168457
08-Oct-20  18:18:11.471435	-0.168457
08-Oct-20  18:18:11.471445	-0.168457
08-Oct-20  18:18:11.471455	-0.168457
08-Oct-20  18:18:11.471465	-0.168457
08-Oct-20  18:18:11.471475	-0.168457
08-Oct-20  18:18:11.471485	-0.168457
08-Oct-20  18:18:11.471495	-0.168457
08-Oct-20  18:18:11.471505	-0.168457
08-Oct-20  18:18:11.471515	-0.168457
08-Oct-20  18:18:11.471525	-0.168457
08-Oct-20  18:18:11.471535	-0.168457
08-Oct-20  18:18:11.471545	-0.168457
08-Oct-20  18:18:11.471555	-0.168457
08-Oct-20  18:18:11.471565	-0.168457
08-Oct-20  18:18:11.471575	-0.168457
08-Oct-20  18:18:11.471585	-0.168457
08-Oct-20  18:18:11.471595	-0.168457
08-Oct-20  18:18:11.471605	-0.168457
08-Oct-20  18:18:11.471615	-0.168457
08-Oct-20  18:18:11.471625	-0.168457
08-Oct-20  18:18:11.471635	-0.168457
08-Oct-20  18:18:11.471645	-0.168457
08-Oct-20  18:18:11.471655	-0.168457
08-Oct-20  18:18:11.471665	-0.168457
08-Oct-20  18:18:11.471675	-0.168457
08-Oct-20  18:18:11.471685	-0.168457
08-Oct-20  18:18:11.471695	2.407227
08-Oct-20  18:18:11.471705	1.325684
08-Oct-20  18:18:11.471715	-0.578613
08-Oct-20  18:18:11.471725	2.392578
08-Oct-20  18:18:11.471735	-0.002441
08-Oct-20  18:18:11.471745	2.321777
08-Oct-20  18:18:11.471755	1.516113
08-Oct-20  18:18:11.471765	2.546387
08-Oct-20  18:18:11.471775	-0.329590
08-Oct-20  18:18:11.471785	2.578125
08-Oct-20  18:18:11.471795	2.443848
08-Oct-20  18:18:11.471805	-0.795898
08-Oct-20  18:18:11.471815	1.872559
08-Oct-20  18:18:11.471825	-0.402832
08-Oct-20  18:18:11.471835	0.383301
08-Oct-20  18:18:11.471845	1.447754
08-Oct-20  18:18:11.471855	1.799316
08-Oct-20  18:18:11.471865	2.175293
08-Oct-20  18:18:11.471875	1.096191
08-Oct-20  18:18:11.471885	0.520020
08-Oct-20  18:18:11.471895	2.216797
08-Oct-20  18:18:11.471905	2.546387
08-Oct-20  18:18:11.471915	0.156250
