t0	24-Sep-20  16:26:37.637442
delta t	6.000000E-7

time	Y
24-Sep-20  16:26:37.637442	-0.050000
24-Sep-20  16:26:37.637442	-0.050000
24-Sep-20  16:26:37.637443	-0.050000
24-Sep-20  16:26:37.637444	-0.050000
24-Sep-20  16:26:37.637444	-0.050000
24-Sep-20  16:26:37.637445	-0.050000
24-Sep-20  16:26:37.637445	-0.050000
24-Sep-20  16:26:37.637446	-0.050000
24-Sep-20  16:26:37.637447	-0.050000
24-Sep-20  16:26:37.637447	-0.050000
24-Sep-20  16:26:37.637448	-0.050000
24-Sep-20  16:26:37.637448	-0.050000
24-Sep-20  16:26:37.637449	-0.050000
24-Sep-20  16:26:37.637450	-0.050000
24-Sep-20  16:26:37.637450	-0.050000
24-Sep-20  16:26:37.637451	-0.050000
24-Sep-20  16:26:37.637451	-0.050000
24-Sep-20  16:26:37.637452	-0.050000
24-Sep-20  16:26:37.637453	-0.050000
24-Sep-20  16:26:37.637453	-0.050000
24-Sep-20  16:26:37.637454	-0.050000
24-Sep-20  16:26:37.637454	-0.050000
24-Sep-20  16:26:37.637455	-0.050000
24-Sep-20  16:26:37.637456	-0.050000
24-Sep-20  16:26:37.637456	-0.050000
24-Sep-20  16:26:37.637457	-0.050000
24-Sep-20  16:26:37.637457	-0.050000
24-Sep-20  16:26:37.637458	-0.050000
24-Sep-20  16:26:37.637459	-0.050000
24-Sep-20  16:26:37.637459	-0.050000
24-Sep-20  16:26:37.637460	-0.050000
24-Sep-20  16:26:37.637460	-0.050000
24-Sep-20  16:26:37.637461	-0.050000
24-Sep-20  16:26:37.637462	-0.050000
24-Sep-20  16:26:37.637462	-0.050000
24-Sep-20  16:26:37.637463	-0.050000
24-Sep-20  16:26:37.637463	-0.050000
24-Sep-20  16:26:37.637464	-0.050000
24-Sep-20  16:26:37.637465	-0.050000
24-Sep-20  16:26:37.637465	-0.050000
24-Sep-20  16:26:37.637466	-0.050000
24-Sep-20  16:26:37.637466	-0.050000
24-Sep-20  16:26:37.637467	-0.050000
24-Sep-20  16:26:37.637468	-0.050000
24-Sep-20  16:26:37.637468	-0.050000
24-Sep-20  16:26:37.637469	-0.050000
24-Sep-20  16:26:37.637469	-0.050000
24-Sep-20  16:26:37.637470	-0.050000
24-Sep-20  16:26:37.637471	-0.050000
