t0	24-Sep-20  16:09:56.876879
delta t	6.000000E-7

time	Y
24-Sep-20  16:09:56.876879	-0.253174
24-Sep-20  16:09:56.876880	-0.246338
24-Sep-20  16:09:56.876880	-0.244141
24-Sep-20  16:09:56.876881	-0.241943
24-Sep-20  16:09:56.876882	-0.239258
24-Sep-20  16:09:56.876882	-0.237305
24-Sep-20  16:09:56.876883	-0.236084
24-Sep-20  16:09:56.876883	-0.234375
24-Sep-20  16:09:56.876884	-0.233887
24-Sep-20  16:09:56.876885	-0.232178
24-Sep-20  16:09:56.876885	-0.231689
24-Sep-20  16:09:56.876886	-0.231201
24-Sep-20  16:09:56.876886	-0.229248
24-Sep-20  16:09:56.876887	-0.229248
24-Sep-20  16:09:56.876888	-0.229492
24-Sep-20  16:09:56.876888	-0.229248
24-Sep-20  16:09:56.876889	-0.229248
24-Sep-20  16:09:56.876889	-0.229004
24-Sep-20  16:09:56.876890	-0.229248
24-Sep-20  16:09:56.876891	-0.228271
24-Sep-20  16:09:56.876891	-0.229736
24-Sep-20  16:09:56.876892	-0.230225
24-Sep-20  16:09:56.876892	-0.230713
24-Sep-20  16:09:56.876893	-0.231934
24-Sep-20  16:09:56.876894	-0.233887
24-Sep-20  16:09:56.876894	-0.234619
24-Sep-20  16:09:56.876895	-0.235840
24-Sep-20  16:09:56.876895	-0.237793
24-Sep-20  16:09:56.876896	-0.240479
24-Sep-20  16:09:56.876897	-0.241699
24-Sep-20  16:09:56.876897	-0.244629
24-Sep-20  16:09:56.876898	-0.247803
24-Sep-20  16:09:56.876898	-0.250000
24-Sep-20  16:09:56.876899	-0.252441
24-Sep-20  16:09:56.876900	-0.254150
24-Sep-20  16:09:56.876900	-0.255859
24-Sep-20  16:09:56.876901	-0.257812
24-Sep-20  16:09:56.876901	-0.260254
24-Sep-20  16:09:56.876902	-0.262207
24-Sep-20  16:09:56.876903	-0.263428
24-Sep-20  16:09:56.876903	-0.265381
24-Sep-20  16:09:56.876904	-0.265625
24-Sep-20  16:09:56.876904	-0.266113
24-Sep-20  16:09:56.876905	-0.267578
24-Sep-20  16:09:56.876906	-0.267578
24-Sep-20  16:09:56.876906	-0.267334
24-Sep-20  16:09:56.876907	-0.268799
24-Sep-20  16:09:56.876907	-0.270508
24-Sep-20  16:09:56.876908	-0.270264
