t0	24-Sep-20  16:13:31.942018
delta t	6.000000E-7

time	Y
24-Sep-20  16:13:31.942018	-0.216309
24-Sep-20  16:13:31.942019	-0.207275
24-Sep-20  16:13:31.942019	-0.202393
24-Sep-20  16:13:31.942020	-0.197998
24-Sep-20  16:13:31.942020	-0.193604
24-Sep-20  16:13:31.942021	-0.188965
24-Sep-20  16:13:31.942022	-0.183838
24-Sep-20  16:13:31.942022	-0.179199
24-Sep-20  16:13:31.942023	-0.174805
24-Sep-20  16:13:31.942023	-0.170410
24-Sep-20  16:13:31.942024	-0.166504
24-Sep-20  16:13:31.942025	-0.162598
24-Sep-20  16:13:31.942025	-0.158447
24-Sep-20  16:13:31.942026	-0.153809
24-Sep-20  16:13:31.942026	-0.149414
24-Sep-20  16:13:31.942027	-0.145020
24-Sep-20  16:13:31.942028	-0.140381
24-Sep-20  16:13:31.942028	-0.136230
24-Sep-20  16:13:31.942029	-0.131348
24-Sep-20  16:13:31.942029	-0.126953
24-Sep-20  16:13:31.942030	-0.122559
24-Sep-20  16:13:31.942031	-0.117187
24-Sep-20  16:13:31.942031	-0.112305
24-Sep-20  16:13:31.942032	-0.107666
24-Sep-20  16:13:31.942032	-0.103271
24-Sep-20  16:13:31.942033	-0.098389
24-Sep-20  16:13:31.942034	-0.093994
24-Sep-20  16:13:31.942034	-0.089355
24-Sep-20  16:13:31.942035	-0.084961
24-Sep-20  16:13:31.942035	-0.080322
24-Sep-20  16:13:31.942036	-0.076416
24-Sep-20  16:13:31.942037	-0.071777
24-Sep-20  16:13:31.942037	-0.067139
24-Sep-20  16:13:31.942038	-0.062744
24-Sep-20  16:13:31.942038	-0.058838
24-Sep-20  16:13:31.942039	-0.054687
24-Sep-20  16:13:31.942040	-0.050537
24-Sep-20  16:13:31.942040	-0.046387
24-Sep-20  16:13:31.942041	-0.041748
24-Sep-20  16:13:31.942041	-0.037354
24-Sep-20  16:13:31.942042	-0.032471
24-Sep-20  16:13:31.942043	-0.028076
24-Sep-20  16:13:31.942043	-0.023682
24-Sep-20  16:13:31.942044	-0.019287
24-Sep-20  16:13:31.942044	-0.014893
24-Sep-20  16:13:31.942045	-0.010986
24-Sep-20  16:13:31.942046	-0.006104
24-Sep-20  16:13:31.942046	-0.001221
24-Sep-20  16:13:31.942047	0.002930
