t0	24-Sep-20  16:15:02.585712
delta t	6.000000E-7

time	Y
24-Sep-20  16:15:02.585712	0.369385
24-Sep-20  16:15:02.585713	0.357666
24-Sep-20  16:15:02.585714	0.357666
24-Sep-20  16:15:02.585714	0.357666
24-Sep-20  16:15:02.585715	0.357422
24-Sep-20  16:15:02.585715	0.357666
24-Sep-20  16:15:02.585716	0.357422
24-Sep-20  16:15:02.585717	0.357666
24-Sep-20  16:15:02.585717	0.357666
24-Sep-20  16:15:02.585718	0.357910
24-Sep-20  16:15:02.585718	0.357666
24-Sep-20  16:15:02.585719	0.357178
24-Sep-20  16:15:02.585720	0.356689
24-Sep-20  16:15:02.585720	0.356445
24-Sep-20  16:15:02.585721	0.356445
24-Sep-20  16:15:02.585721	0.356201
24-Sep-20  16:15:02.585722	0.356201
24-Sep-20  16:15:02.585723	0.355469
24-Sep-20  16:15:02.585723	0.355713
24-Sep-20  16:15:02.585724	0.355957
24-Sep-20  16:15:02.585724	0.355713
24-Sep-20  16:15:02.585725	0.355957
24-Sep-20  16:15:02.585726	0.356201
24-Sep-20  16:15:02.585726	0.356201
24-Sep-20  16:15:02.585727	0.356934
24-Sep-20  16:15:02.585727	0.357422
24-Sep-20  16:15:02.585728	0.357666
24-Sep-20  16:15:02.585729	0.357910
24-Sep-20  16:15:02.585729	0.357910
24-Sep-20  16:15:02.585730	0.357910
24-Sep-20  16:15:02.585730	0.357666
24-Sep-20  16:15:02.585731	0.358154
24-Sep-20  16:15:02.585732	0.358154
24-Sep-20  16:15:02.585732	0.357910
24-Sep-20  16:15:02.585733	0.357422
24-Sep-20  16:15:02.585733	0.356689
24-Sep-20  16:15:02.585734	0.355957
24-Sep-20  16:15:02.585735	0.355957
24-Sep-20  16:15:02.585735	0.356201
24-Sep-20  16:15:02.585736	0.356201
24-Sep-20  16:15:02.585736	0.355713
24-Sep-20  16:15:02.585737	0.355713
24-Sep-20  16:15:02.585738	0.355469
24-Sep-20  16:15:02.585738	0.355713
24-Sep-20  16:15:02.585739	0.355713
24-Sep-20  16:15:02.585739	0.356445
24-Sep-20  16:15:02.585740	0.356934
24-Sep-20  16:15:02.585741	0.356934
24-Sep-20  16:15:02.585741	0.357178
24-Sep-20  16:15:02.585742	0.356934
24-Sep-20  16:15:02.585742	0.357178
