t0	24-Sep-20  16:19:33.393727
delta t	6.000000E-7

time	Y
24-Sep-20  16:19:33.394080	0.355469
24-Sep-20  16:19:33.394080	0.355469
24-Sep-20  16:19:33.394081	0.355225
24-Sep-20  16:19:33.394081	0.355225
24-Sep-20  16:19:33.394082	0.355957
24-Sep-20  16:19:33.394083	0.356445
24-Sep-20  16:19:33.394083	0.356934
24-Sep-20  16:19:33.394084	0.356934
24-Sep-20  16:19:33.394084	0.357178
24-Sep-20  16:19:33.394085	0.357178
24-Sep-20  16:19:33.394086	0.357422
24-Sep-20  16:19:33.394086	0.357422
24-Sep-20  16:19:33.394087	0.357666
24-Sep-20  16:19:33.394087	0.357910
24-Sep-20  16:19:33.394088	0.357910
24-Sep-20  16:19:33.394089	0.357666
24-Sep-20  16:19:33.394089	0.356689
24-Sep-20  16:19:33.394090	0.356445
24-Sep-20  16:19:33.394090	0.356201
24-Sep-20  16:19:33.394091	0.355957
24-Sep-20  16:19:33.394092	0.355957
24-Sep-20  16:19:33.394092	0.355957
24-Sep-20  16:19:33.394093	0.355225
24-Sep-20  16:19:33.394093	0.355469
24-Sep-20  16:19:33.394094	0.355469
24-Sep-20  16:19:33.394095	0.355713
24-Sep-20  16:19:33.394095	0.355957
24-Sep-20  16:19:33.394096	0.356201
24-Sep-20  16:19:33.394096	0.356445
24-Sep-20  16:19:33.394097	0.357178
24-Sep-20  16:19:33.394098	0.357178
