50.00000	0.99997	0.04247
56.50323	1.00001	0.05330
63.85230	1.00001	0.05773
72.15722	1.00001	0.06512
81.54232	1.00002	0.07275
92.14809	1.00001	0.08435
104.13329	1.00000	0.09314
117.67734	0.99999	0.10537
132.98300	1.00001	0.11856
150.27938	1.00001	0.13252
169.82540	1.00001	0.15614
191.91367	1.00000	0.17431
216.87485	1.00000	0.19674
245.08258	1.00000	0.21933
276.95915	0.99990	0.25817
312.98173	1.00001	0.28274
353.68956	0.99999	0.31882
399.69205	0.99976	0.35694
451.67783	1.00002	0.40366
510.42512	1.00004	0.45906
576.81335	1.00002	0.51583
651.83634	1.00001	0.58596
736.61717	1.00000	0.66412
832.42498	1.00001	0.74797
940.69399	1.00002	0.84832
1063.04496	1.00001	0.95378
1201.30946	1.00001	1.08115
1357.55728	1.00001	1.21897
1534.12740	1.00002	1.37967
1733.66305	1.00003	1.56142
1959.15122	1.00003	1.76323
2213.96741	1.00004	1.99080
2501.92616	1.00000	2.25007
2827.33815	1.00002	2.54354
3195.07472	1.00001	2.87258
3610.64079	1.00002	3.24501
4080.25729	1.00001	3.66915
4610.95426	1.00002	4.14667
5210.67612	1.00002	4.68526
5888.40055	1.00000	5.29325
6654.27293	1.00002	5.97947
7519.75818	1.00002	6.76197
8497.81241	1.00003	7.63869
9603.07686	1.00002	8.63436
10852.09708	1.00004	9.75678
12263.57059	1.00002	11.02935
13858.62682	1.00001	12.45837
15661.14337	1.00002	14.07977
17698.10350	1.00002	15.91291
20000.00000	1.00016	18.00499
