t0	08-Oct-20  18:10:32.214273
delta t	1.000000E-5

time	Y
08-Oct-20  18:10:32.214273	0.207520
08-Oct-20  18:10:32.214283	0.207520
08-Oct-20  18:10:32.214293	0.207520
08-Oct-20  18:10:32.214303	0.207520
08-Oct-20  18:10:32.214313	0.207520
08-Oct-20  18:10:32.214323	0.207520
08-Oct-20  18:10:32.214333	0.207520
08-Oct-20  18:10:32.214343	0.207520
08-Oct-20  18:10:32.214353	0.207520
08-Oct-20  18:10:32.214363	0.207520
08-Oct-20  18:10:32.214373	0.207520
08-Oct-20  18:10:32.214383	0.207520
08-Oct-20  18:10:32.214393	0.207520
08-Oct-20  18:10:32.214403	0.207520
08-Oct-20  18:10:32.214413	0.207520
08-Oct-20  18:10:32.214423	0.207520
08-Oct-20  18:10:32.214433	0.207520
08-Oct-20  18:10:32.214443	0.124512
08-Oct-20  18:10:32.214453	0.764160
08-Oct-20  18:10:32.214463	-1.516113
08-Oct-20  18:10:32.214473	1.823730
08-Oct-20  18:10:32.214483	0.036621
08-Oct-20  18:10:32.214493	-0.349121
08-Oct-20  18:10:32.214503	1.169434
08-Oct-20  18:10:32.214513	0.510254
08-Oct-20  18:10:32.214523	0.759277
08-Oct-20  18:10:32.214533	2.482910
08-Oct-20  18:10:32.214543	1.726074
08-Oct-20  18:10:32.214553	0.322266
08-Oct-20  18:10:32.214563	-1.120605
08-Oct-20  18:10:32.214573	0.187988
08-Oct-20  18:10:32.214583	3.132324
08-Oct-20  18:10:32.214593	0.410156
08-Oct-20  18:10:32.214603	1.721191
08-Oct-20  18:10:32.214613	0.324707
08-Oct-20  18:10:32.214623	0.310059
08-Oct-20  18:10:32.214633	2.966309
08-Oct-20  18:10:32.214643	0.939941
08-Oct-20  18:10:32.214653	3.381348
08-Oct-20  18:10:32.214663	4.543457
08-Oct-20  18:10:32.214673	1.281738
08-Oct-20  18:10:32.214683	3.073730
08-Oct-20  18:10:32.214693	3.828125
08-Oct-20  18:10:32.214703	3.249512
08-Oct-20  18:10:32.214713	3.940430
08-Oct-20  18:10:32.214723	2.639160
08-Oct-20  18:10:32.214733	3.984375
08-Oct-20  18:10:32.214743	4.997559
08-Oct-20  18:10:32.214753	2.961426
08-Oct-20  18:10:32.214763	3.789062
08-Oct-20  18:10:32.214773	0.969238
08-Oct-20  18:10:32.214783	1.594238
08-Oct-20  18:10:32.214793	4.997559
08-Oct-20  18:10:32.214803	3.391113
08-Oct-20  18:10:32.214813	3.024902
08-Oct-20  18:10:32.214823	2.595215
08-Oct-20  18:10:32.214833	1.003418
08-Oct-20  18:10:32.214843	3.813477
08-Oct-20  18:10:32.214853	1.604004
08-Oct-20  18:10:32.214863	1.682129
08-Oct-20  18:10:32.214873	4.006348
08-Oct-20  18:10:32.214883	4.226074
08-Oct-20  18:10:32.214893	3.796387
08-Oct-20  18:10:32.214903	2.502441
08-Oct-20  18:10:32.214913	1.667480
08-Oct-20  18:10:32.214923	4.997559
08-Oct-20  18:10:32.214933	4.997559
08-Oct-20  18:10:32.214943	3.654785
08-Oct-20  18:10:32.214953	1.545410
08-Oct-20  18:10:32.214963	4.782715
08-Oct-20  18:10:32.214973	1.970215
08-Oct-20  18:10:32.214983	4.489746
08-Oct-20  18:10:32.214993	4.152832
08-Oct-20  18:10:32.215003	1.877441
08-Oct-20  18:10:32.215013	4.133301
08-Oct-20  18:10:32.215023	1.833496
08-Oct-20  18:10:32.215033	4.997559
08-Oct-20  18:10:32.215043	4.770508
08-Oct-20  18:10:32.215053	4.997559
08-Oct-20  18:10:32.215063	2.341309
08-Oct-20  18:10:32.215073	1.276855
08-Oct-20  18:10:32.215083	3.308105
08-Oct-20  18:10:32.215093	4.997559
08-Oct-20  18:10:32.215103	3.798828
08-Oct-20  18:10:32.215113	1.291504
08-Oct-20  18:10:32.215123	3.225098
08-Oct-20  18:10:32.215133	1.584473
08-Oct-20  18:10:32.215143	1.755371
08-Oct-20  18:10:32.215153	1.755371
08-Oct-20  18:10:32.215163	2.883301
08-Oct-20  18:10:32.215173	4.997559
08-Oct-20  18:10:32.215183	3.151855
08-Oct-20  18:10:32.215193	3.967285
08-Oct-20  18:10:32.215203	2.712402
08-Oct-20  18:10:32.215213	2.937012
08-Oct-20  18:10:32.215223	3.986816
08-Oct-20  18:10:32.215233	4.997559
08-Oct-20  18:10:32.215243	1.799316
08-Oct-20  18:10:32.215253	2.199707
08-Oct-20  18:10:32.215263	4.182129
08-Oct-20  18:10:32.215273	4.240723
08-Oct-20  18:10:32.215283	3.283691
08-Oct-20  18:10:32.215293	0.769043
